state,session,bill,legiscan_link,legiscan_title,summary
Wisconsin,2019-2020,AB1,https://legiscan.com/WI/bill/AB1/2020,WI AB1 | 2019-2020 | Regular Session | LegiScan,"An Act to amend 40.51 (8), 40.51 (8m), 66.0137 (4), 120.13 (2) (g) and 185.983 (1) (intro.); and to create 609.847 and 632.728 of the statutes; Relating to: coverage of individuals with preexisting conditions."
Wisconsin,2015-2016,Senate Bill 106,https://legiscan.com/WI/bill/SB106/2015,WI SB106 | 2015-2016 | Regular Session | LegiScan,"An Act to amend 194.01 (1) and 194.01 (2); and to create 340.01 (23g) (b) 4., 440.08 (2) (a) 69m. and subchapter IV of chapter 440 [precedes 440.40] of the statutes; Relating to: regulation of transportation network companies, providing an exemption from emergency rule procedures, granting rule-making authority, and providing a penalty. (FE)"
Wisconsin,2015-2016,Senate Bill 129,https://legiscan.com/WI/bill/SB129/2015,WI SB129 | 2015-2016 | Regular Session | LegiScan,An Act to create 115.385 (3) of the statutes; Relating to: school district accountability reports.
Wisconsin,2015-2016,Senate Bill 135,https://legiscan.com/WI/bill/SB135/2015,WI SB135 | 2015-2016 | Regular Session | LegiScan,An Act to amend 346.95 (1); and to create 346.89 (4m) of the statutes; Relating to: the use of a cellular or other wireless telephone while driving a motor vehicle in a construction zone and providing a penalty.
Wisconsin,2015-2016,Senate Bill 138,https://legiscan.com/WI/bill/SB138/2015,WI SB138 | 2015-2016 | Regular Session | LegiScan,An Act to amend 185.983 (1) (intro.); and to create 609.72 and 632.799 of the statutes; Relating to: information to be provided by insurers about health care plans offered on the American health benefit exchange.
Wisconsin,2015-2016,Senate Bill 139,https://legiscan.com/WI/bill/SB139/2015,WI SB139 | 2015-2016 | Regular Session | LegiScan,"An Act to amend 448.03 (2) (q), 450.11 (1), 450.11 (3) and 450.11 (4) (a) 5. a.; and to create 255.07 and 450.11 (4) (a) 5. d. of the statutes; Relating to: supply and use of epinephrine auto-injectors by certain authorized entities. (FE)"
Wisconsin,2015-2016,Senate Bill 149,https://legiscan.com/WI/bill/SB149/2015,WI SB149 | 2015-2016 | Regular Session | LegiScan,"An Act to renumber and amend 893.43, 893.54 (intro.) and 893.54 (1) and (2); to amend 893.52; and to create 893.43 (2) and 893.54 (2m) of the statutes; Relating to: statutes of limitation on claims involving property damage and on claims arising from a motor vehicle accident and covered by a motor vehicle insurance policy."
Wisconsin,2015-2016,Senate Bill 15,https://legiscan.com/WI/bill/SB15/2015,WI SB15 | 2015-2016 | Regular Session | LegiScan,An Act to amend 299.97 (1); and to create 299.50 of the statutes; Relating to: the manufacture and acceptance for sale of products containing microbeads. (FE)
Wisconsin,2015-2016,Senate Bill 168,https://legiscan.com/WI/bill/SB168/2015,WI SB168 | 2015-2016 | Regular Session | LegiScan,"An Act to repeal 227.137 (6) and (7), 227.17 (3) (em), 227.19 (3) (h), 227.19 (3m), 227.24 (3m) (title) and 227.26 (2) (b) (title); to renumber 227.10 (2), 227.11 (2) (e) and 227.14 (2g) (a) and (b); to renumber and amend 16.28 (1), 227.14 (2g) (intro.), 227.16 (6), 227.185, 227.24 (2) (a), 227.24 (3m) and 227.26 (2) (b); to amend 13.56 (3), 73.16 (2) (b), 227.11 (title), 227.114 (6), 227.12 (4), 227.13, 227.135 (1) (intro.), 227.135 (2), 227.137 (3) (intro.), (a) and (b), 227.137 (4), 227.14 (2g) (title), 227.14 (2m), 227.14 (4m), 227.15 (1), 227.15 (1m) (intro.), 227.15 (1m) (bm), 227.15 (1m) (c), 227.15 (4), 227.16 (1), 227.16 (2) (d), 227.17 (1) (intro.), 227.17 (3) (f), 227.185 (title), 227.19 (2), 227.19 (3) (intro.), 227.19 (3) (c), 227.19 (3) (e) (intro.), 227.19 (5) (b) 1. (intro.), 227.22 (2) (e), 227.24 (1) (a), 227.24 (1) (e) 1d., 227.24 (1) (e) 1g., 227.24 (2) (am), 227.24 (3), 227.24 (4) and 227.26 (2) (k); and to create 16.28 (1) (b) to (e), 20.505 (1) (ks), 35.93 (2) (b) 3. bm., 35.93 (2) (b) 3. gr., 73.17, 227.10 (1m) (b), 227.136, 227.137 (3m), 227.137 (4m), 227.139, 227.14 (2) (a) 3m., 227.14 (2g) (c), 227.17 (3) (eg), 227.185 (2), 227.19 (5) (b) 3., 227.24 (1m) (intro.) and 227.24 (2) (a) 2. of the statutes; Relating to: various changes regarding administrative rules and rule-making procedures; time limits for emergency rules; and making an appropriation. (FE)"
Wisconsin,2015-2016,Senate Bill 184,https://legiscan.com/WI/bill/SB184/2015,WI SB184 | 2015-2016 | Regular Session | LegiScan,An Act to create 134.985 of the statutes; Relating to: removal of certain criminal record information from Internet sites without a fee and providing a criminal penalty. (FE)
Wisconsin,2015-2016,Senate Bill 194,https://legiscan.com/WI/bill/SB194/2015,WI SB194 | 2015-2016 | Regular Session | LegiScan,"An Act to amend 13.172 (1), 13.48 (13) (a), 13.62 (2), 13.94 (4) (a) 1., 13.95 (intro.), 16.002 (2), 16.004 (4), 16.004 (5), 16.004 (12) (a), 16.045 (1) (a), 16.15 (1) (ab), 16.41 (4), 16.417 (1) (b), 16.52 (7), 16.528 (1) (a), 16.53 (2), 16.54 (9) (a) 1., 16.765 (1), 16.765 (2), 16.765 (5), 16.765 (6), 16.765 (7) (intro.), 16.765 (7) (d), 16.765 (8), 16.85 (2), 16.865 (8), 71.05 (6) (b) 28. (intro.), am. and h., 77.54 (9a) (a), 100.45 (1) (dm) and 230.03 (3); to repeal and recreate 230.03 (3); and to create 13.94 (1) (dt), 13.94 (1s) (c) 9., 19.42 (10) (t), 19.42 (13) (p), 20.195, 39.28 (7), 39.52, 39.54, 39.56, 40.02 (54) (n), 70.11 (38v), 71.05 (6) (b) 28. j., 224.30 (5) and chapter 239 of the statutes; Relating to: student loans, the individual income tax subtract modification for tuition and student fees, creating an authority to be known as the Wisconsin Student Loan Refinancing Authority, granting rule-making authority, and making an appropriation. (FE)"
Wisconsin,2015-2016,Senate Bill 196,https://legiscan.com/WI/bill/SB196/2015,WI SB196 | 2015-2016 | Regular Session | LegiScan,"An Act to renumber and amend 440.03 (11m) (c); to amend 20.165 (1) (hg), 440.03 (13) (b) (intro.), 440.03 (13) (d), 440.05 (intro.), 440.08 (2) (c), 440.14 (2), 440.14 (3), 440.15, 448.01 (5), 448.05 (2) (a) (intro.), 448.05 (2) (b) (intro.), 448.07 (1) (a) and 448.07 (2); and to create 14.83, 440.03 (11m) (c) 2., 440.08 (2) (e), 448.015 (1dm), 448.04 (1) (ab), 448.05 (2) (f) and subchapter VIII of chapter 448 [precedes 448.980] of the statutes; Relating to: ratification of the Interstate Medical Licensure Compact and making appropriations. (FE)"
Wisconsin,2015-2016,Senate Bill 209,https://legiscan.com/WI/bill/SB209/2015,WI SB209 | 2015-2016 | Regular Session | LegiScan,"An Act to repeal 16.004 (21), 16.004 (22), 20.855 (4) (cr), 20.855 (4) (cy), 20.855 (4) (dr), 66.0615 (1m) (f) 4., 77.983, 77.992, 232.07 (1), 345.28 (4) (g) and 846.17; to renumber 229.47; to renumber and amend 59.40 (4) and 232.07 (2); to amend 24.605, 24.61 (2) (cm) (intro.), 24.62 (3), 24.67 (1) (intro.), 24.67 (3), 59.52 (28), 66.0603 (1g) (a), 66.1105 (2) (f) 1. (intro.), 66.1105 (2) (f) 2. (intro.), 70.11 (37), 71.93 (8) (b) 1., 74.07, 77.22 (1), 79.035 (5), 229.26 (4), 229.26 (4m), 229.26 (10), 229.41 (12), 229.42 (4) (intro.), 229.42 (4) (d), 229.42 (4) (e), 229.42 (4) (f), 229.435, 229.44 (4) (intro.), 229.44 (4) (a), 229.44 (4) (b), 229.44 (4) (c), 229.44 (4) (d), 229.44 (5), 229.44 (6), 229.477, 229.48 (1) (intro.), 229.48 (1) (a), 229.48 (1) (b), 229.48 (1) (c), 229.48 (1) (d), 229.48 (1) (e), 229.48 (1m), 229.48 (2), 229.50 (1) (a) (intro.), 229.50 (1) (d), 229.50 (1) (f), 229.50 (7), 232.05 (3) (a), 232.05 (3) (b), 345.28 (2) (c), 345.37 (intro.), 846.10 (2), 846.101 (2), 846.102 (1), 846.103 (1), 846.103 (2) and 893.93 (2) (b); to repeal and recreate 20.835 (6) (g), 24.61 (2) (a), 71.93 (8) (c) and 846.16; and to create 16.004 (21), 16.004 (22), 16.58 (3), 20.835 (6), 20.855 (4) (cr), 20.855 (4) (cy), 20.855 (4) (dr), 24.60 (2m) (e), 24.61 (3) (a) 14., 24.66 (3y), 24.67 (1) (q), 24.718, 59.40 (4) (b), 59.67, 66.1105 (2) (f) 1. p., 66.1105 (9) (a) 10., 66.1105 (17) (d), 71.05 (1) (c) 6p., 71.26 (1m) (n), 71.93 (8) (c), 77.54 (62), 79.035 (6), 229.40, 229.41 (9e), 229.41 (11e), 229.41 (11g), 229.42 (4) (g), 229.42 (4) (h), 229.42 (4e), 229.42 (7) (b) 1m., 229.44 (4) (f), 229.461, 229.47 (2), 229.48 (7), 229.54, 232.05 (2) (h), 342.41, 345.28 (2) (d), 349.13 (1d), 349.132, 891.385 and 893.93 (5) of the statutes; Relating to: constructing a sports and entertainment arena and related facilities and making appropriations. (FE)"
Wisconsin,2015-2016,Senate Bill 21,https://legiscan.com/WI/bill/SB21/2015,WI SB21 | 2015-2016 | Regular Session | LegiScan,"An Act Relating to: state finances and appropriations, constituting the executive budget act of the 2015 legislature."
Wisconsin,2015-2016,Senate Bill 218,https://legiscan.com/WI/bill/SB218/2015,WI SB218 | 2015-2016 | Regular Session | LegiScan,An Act to create 252.22 of the statutes; Relating to: limitations on requiring vaccination against influenza.
Wisconsin,2015-2016,Senate Bill 227,https://legiscan.com/WI/bill/SB227/2015,WI SB227 | 2015-2016 | Regular Session | LegiScan,An Act to create 77.54 (9m) of the statutes; Relating to: a sales and use tax exemption for building materials that become a part of a facility for a local unit of government or nonprofit organization. (FE)
Wisconsin,2015-2016,Senate Bill 231,https://legiscan.com/WI/bill/SB231/2015,WI SB231 | 2015-2016 | Regular Session | LegiScan,"An Act to renumber and amend 196.491 (3e) (ag); to amend 196.491 (title), 196.491 (3e) (title), 196.491 (3e) (am) and 196.491 (3e) (b); and to create 196.491 (3e) (ag) 1., 196.491 (3e) (ag) 3. and 196.491 (3e) (ag) 4. of the statutes; Relating to: conveying interests in local government land for construction of natural gas lines. (FE)"
Wisconsin,2015-2016,Senate Bill 252,https://legiscan.com/WI/bill/SB252/2015,WI SB252 | 2015-2016 | Regular Session | LegiScan,An Act to amend 79.04 (5) (a) (intro.) and 79.04 (5) (b) (intro.) of the statutes; Relating to: utility aid payments for decommissioned or closed production plants. (FE)
Wisconsin,2015-2016,Senate Bill 260,https://legiscan.com/WI/bill/SB260/2015,WI SB260 | 2015-2016 | Regular Session | LegiScan,An Act to create 146.346 of the statutes; Relating to: sale and use of fetal body parts and providing a criminal penalty.
Wisconsin,2015-2016,Senate Bill 268,https://legiscan.com/WI/bill/SB268/2015,WI SB268 | 2015-2016 | Regular Session | LegiScan,"An Act to renumber and amend 961.385 (1) (a); to amend 961.385 (1) (aj), 961.385 (2) (a) (intro.), 961.385 (2) (c), 961.385 (2) (h) and 961.385 (3) (b); and to create 961.385 (1) (a) 1. to 3., 961.385 (1) (ab), 961.385 (1) (ad), 961.385 (1) (ae), 961.385 (1) (af), 961.385 (2) (cm) 1., 961.385 (2) (cm) 2., 961.385 (2) (cm) 3. a. and b., 961.385 (2) (cm) 4. and 961.385 (2) (cs) of the statutes; Relating to: reporting, disclosure, and practitioner review requirements under the prescription drug monitoring program; providing an exemption from emergency rule procedures; and granting rule-making authority. (FE)"
Wisconsin,2015-2016,Senate Bill 269,https://legiscan.com/WI/bill/SB269/2015,WI SB269 | 2015-2016 | Regular Session | LegiScan,"An Act to create 961.37 and 961.385 (2) (i) of the statutes; Relating to: duty of law enforcement officers to report to the Prescription Drug Monitoring Program controlled-substance violations, opioid-related drug overdoses or deaths, and reports of stolen prescription drugs. (FE)"
Wisconsin,2015-2016,Senate Bill 271,https://legiscan.com/WI/bill/SB271/2015,WI SB271 | 2015-2016 | Regular Session | LegiScan,An Act to create 51.4223 of the statutes; Relating to: reporting by treatment programs using methadone and requiring review of prescription drug monitoring database.
Wisconsin,2015-2016,Senate Bill 272,https://legiscan.com/WI/bill/SB272/2015,WI SB272 | 2015-2016 | Regular Session | LegiScan,"An Act to repeal subchapter IV (title) of chapter 50 [precedes 50.90]; to amend 20.435 (6) (jm), 50.56 (3), 146.40 (1) (bo), 146.81 (1) (L) and 146.997 (1) (d) 18.; and to create subchapter V (title) of chapter 50 [precedes 50.60], 50.60, 50.65 and subchapter VI (title) of chapter 50 [precedes 50.90] of the statutes; Relating to: pain clinic certification and requirements, granting rule-making authority, and providing a penalty. (FE)"
Wisconsin,2015-2016,Senate Bill 286,https://legiscan.com/WI/bill/SB286/2015,WI SB286 | 2015-2016 | Regular Session | LegiScan,"An Act to amend 174.02 (1) (b), 174.02 (2) (a) and (b) and 174.02 (3) (a) (intro.) of the statutes; Relating to: liability for damages caused by dogs, court orders to kill a dog, and providing a penalty. (FE)"
Wisconsin,2015-2016,Senate Bill 287,https://legiscan.com/WI/bill/SB287/2015,WI SB287 | 2015-2016 | Regular Session | LegiScan,"An Act to repeal 601.422, 601.425, 601.428, 612.14 (1) to (12), 612.31 (5), 612.31 (6), 612.32 (4), 612.53 (1) (title), 612.53 (2), 612.71, 623.06 (1c), 628.81, 635.13 (title), 635.13 (2) and 646.51 (3) (am) 1.; to renumber 612.53 (1) and 635.13 (1); to renumber and amend 612.14 (intro.), 620.04 (1), 623.06 (1f), 623.06 (8) and 632.43 (6m) (a) 3.; to consolidate, renumber and amend 646.51 (3) (am) (intro.) and 2.; to amend 600.01 (1) (b) 10. b., 605.21 (2), 611.07 (4), 611.56 (5), 612.02 (2) (a), 612.13 (3), 612.13 (4), 612.31 (4) (m), 612.32 (1), 612.32 (2) (a), 612.33 (1), 612.33 (2) (b), 623.06 (2) (intro.), 628.07, 628.10 (2) (a), 628.10 (2) (am), 628.347 (1) (a), 628.347 (4) (c), 628.347 (4m) (b) 3. c., 631.95 (3) (a), 632.43 (6m) (e) 3. f., 632.43 (6m) (e) 3. g., 632.62 (2), 632.62 (3), 632.62 (4) (a), 632.62 (4) (b), 632.89 (3c) (b), 646.51 (3) (b), 646.51 (4) (a), 646.51 (9) (a), 646.51 (9) (b), 655.27 (3) (b) 1., 655.27 (3) (b) 2., 655.27 (3) (b) 2m., 655.27 (3) (bg) 1., 655.27 (3) (bg) 2., 655.27 (3) (br) (intro.), 655.27 (3) (d), 655.27 (3) (e) and 655.61 (1); to repeal and recreate 623.06 (1) (f); and to create 227.01 (13) (pm), 601.465 (1m) (c) 8., 601.465 (1m) (c) 9., 601.465 (3) (d), 620.04 (1) (b), 623.06 (1), 623.06 (1f) (b), 623.06 (1m) (intro.), 623.06 (1r), 623.06 (8m), 623.06 (9), 623.06 (10), 623.06 (11), 623.06 (12), 623.06 (13) (b), 632.43 (6m) (a) 3. b., 632.43 (6m) (a) 4m., 645.675, 646.51 (3) (ar), 646.51 (10), 655.27 (3) (bt) and 655.61 (3) of the statutes; Relating to: various miscellaneous changes to the insurance statutes and granting rule-making authority."
Wisconsin,2015-2016,Senate Bill 288,https://legiscan.com/WI/bill/SB288/2015,WI SB288 | 2015-2016 | Regular Session | LegiScan,An Act to repeal 196.493; to amend 196.491 (3) (d) (intro.); and to create 1.12 (4) (cm) of the statutes; Relating to: requirements for approval of construction of nuclear power plants and changes to the state's energy priorities policy.
Wisconsin,2015-2016,Senate Bill 293,https://legiscan.com/WI/bill/SB293/2015,WI SB293 | 2015-2016 | Regular Session | LegiScan,"An Act to create 20.435 (2) (cm), 20.435 (4) (bk), 49.45 (29r), 49.45 (29u) and 51.045 of the statutes; Relating to: behavioral health care coordination pilot projects, psychiatric consultation reimbursement pilot project, access to information on availability of inpatient psychiatric beds, and making appropriations. (FE)"
Wisconsin,2015-2016,Senate Bill 30,https://legiscan.com/WI/bill/SB30/2015,WI SB30 | 2015-2016 | Regular Session | LegiScan,An Act to create 100.415 of the statutes; Relating to: the display and sale of novelty lighters and providing a penalty. (FE)
Wisconsin,2015-2016,Senate Bill 312,https://legiscan.com/WI/bill/SB312/2015,WI SB312 | 2015-2016 | Regular Session | LegiScan,An Act to create 40.03 (6) (L) of the statutes; Relating to: review of proposed changes to public employee group health insurance programs.
Wisconsin,2015-2016,Senate Bill 320,https://legiscan.com/WI/bill/SB320/2015,WI SB320 | 2015-2016 | Regular Session | LegiScan,"An Act to amend 348.11 (1); and to create 348.01 (2) (bb), 348.10 (6) and 348.11 (3) of the statutes; Relating to: transport of radiological materials and providing a penalty. (FE)"
Wisconsin,2015-2016,Senate Bill 323,https://legiscan.com/WI/bill/SB323/2015,WI SB323 | 2015-2016 | Regular Session | LegiScan,"An Act to renumber and amend 905.045 (1) (b); to amend 905.045 (1) (a) and (c) and 905.045 (2), (3) and (4); and to create 50.378, 146.82 (4) (b) 3., 950.02 (4g) and 950.045 of the statutes; Relating to: granting victims of certain crimes the right to be accompanied by a victim advocate. (FE)"
Wisconsin,2015-2016,Senate Bill 332,https://legiscan.com/WI/bill/SB332/2015,WI SB332 | 2015-2016 | Regular Session | LegiScan,An Act to amend 347.48 (4) (as) 1. and 347.48 (4) (as) 2. of the statutes; Relating to: use of child safety restraint systems in motor vehicles. (FE)
Wisconsin,2015-2016,Senate Bill 334,https://legiscan.com/WI/bill/SB334/2015,WI SB334 | 2015-2016 | Regular Session | LegiScan,"An Act to renumber 71.23 (3); to renumber and amend 71.67 (6), 77.52 (7) and 77.53 (9); to amend 71.03 (2) (a) 2., 77.52 (12) and 323.12 (title); and to create 71.04 (7) (f) 17., 71.05 (1) (g), 71.23 (3) (bm), 71.25 (9) (f) 17., 71.25 (16), 71.26 (2) (a) 12., 71.64 (6) (c), 71.67 (6) (b), 77.52 (7) (b), 77.53 (9) (b), 77.53 (19) and 323.12 (5) of the statutes; Relating to: exemptions from certain taxes and other requirements for work performed by persons from outside the state during a state of emergency declared by the governor. (FE)"
Wisconsin,2015-2016,Senate Bill 337,https://legiscan.com/WI/bill/SB337/2015,WI SB337 | 2015-2016 | Regular Session | LegiScan,An Act to amend 121.91 (4) (o) 1. of the statutes; Relating to: the school district revenue limit adjustment for energy efficiency projects. (FE)
Wisconsin,2015-2016,Senate Bill 340,https://legiscan.com/WI/bill/SB340/2015,WI SB340 | 2015-2016 | Regular Session | LegiScan,An Act Relating to: recycling grants for local governments and making an appropriation. (FE)
Wisconsin,2015-2016,Senate Bill 345,https://legiscan.com/WI/bill/SB345/2015,WI SB345 | 2015-2016 | Regular Session | LegiScan,"An Act to renumber and amend 441.18 (2) (a) and 448.037 (2) (a); to amend 441.18 (2) (b), 448.037 (2) (b), 450.11 (1i) (a) 1. and 450.11 (4) (a) 5. c.; and to create 441.18 (2) (a) 2. and 448.037 (2) (a) 2. of the statutes; Relating to: prescription, dispensing, and delivery of opioid antagonists."
Wisconsin,2015-2016,Senate Bill 348,https://legiscan.com/WI/bill/SB348/2015,WI SB348 | 2015-2016 | Regular Session | LegiScan,"An Act to amend 285.30 (5) (c), 340.01 (32) (intro.), 340.01 (32) (b) and 343.07 (1g) (intro.); and to create 285.30 (5) (m), 340.01 (3m), 340.01 (32) (c) and 341.25 (1) (bg) of the statutes; Relating to: registration of vehicles defined as autocycles. (FE)"
Wisconsin,2015-2016,Senate Bill 355,https://legiscan.com/WI/bill/SB355/2015,WI SB355 | 2015-2016 | Regular Session | LegiScan,"An Act to renumber and amend 24.66 (3) (a), 24.66 (3) (b) and 121.91 (3) (a); to amend 7.52 (8), 8.06, 24.66 (3) (am), 24.66 (3) (bm), 24.66 (3) (c) 1., 24.66 (3) (c) 2., 24.66 (3) (c) 3., 67.05 (3) (intro.), 67.05 (6), 67.05 (6a) (a) 2. (intro.), 67.05 (6a) (a) 2. a., 67.05 (6a) (a) 2. b., 67.05 (6a) (am) 1., 67.05 (6a) (b) (intro.), 67.05 (7) (cc), 67.05 (7) (d) 2., 67.05 (7) (d) 3. and (j), 67.12 (8) (a) 2., 67.12 (12) (e) 1., 2g. (intro.), 3. and 4., 119.48 (4), 119.49 (1), 119.49 (2) and 121.91 (3) (c); and to create 24.66 (3) (a) 2., 24.66 (3) (b) 2., 24.66 (3) (c) 4., 67.05 (2m), 67.12 (12) (ec), 119.48 (5), 119.49 (2m), 121.91 (3) (a) 1. b. and 121.91 (3) (a) 2. of the statutes; Relating to: limitations on borrowing by school districts and the use by school districts of resolutions and referenda to authorize bonding for capital projects or increase revenue limits and scheduling of school district referendums to exceed revenue limits. (FE)"
Wisconsin,2015-2016,Senate Bill 381,https://legiscan.com/WI/bill/SB381/2015,WI SB381 | 2015-2016 | Regular Session | LegiScan,"An Act to renumber and amend 23.33 (5) (am) 1. and 23.33 (5) (am) 2.; to amend 23.33 (1) (jp) and 23.33 (5) (b) 1m.; and to create 23.33 (1) (jpm), 23.33 (5) (am) 1. b. and 23.33 (5) (am) 3. of the statutes; Relating to: the age restriction for operation of a small utility terrain vehicle."
Wisconsin,2015-2016,Senate Bill 405,https://legiscan.com/WI/bill/SB405/2015,WI SB405 | 2015-2016 | Regular Session | LegiScan,An Act to amend 908.03 (6m) (bm); and to create 901.057 of the statutes; Relating to: collateral source payments.
Wisconsin,2015-2016,Senate Bill 412,https://legiscan.com/WI/bill/SB412/2015,WI SB412 | 2015-2016 | Regular Session | LegiScan,An Act to repeal 118.076 (2); to amend 118.076 (2) (intro.); and to create 118.076 (3) of the statutes; Relating to: providing lifesaving skills instruction to pupils. (FE)
Wisconsin,2015-2016,Senate Bill 427,https://legiscan.com/WI/bill/SB427/2015,WI SB427 | 2015-2016 | Regular Session | LegiScan,"An Act to create 20.155 (2) (h), 189.02 (2m), 189.02 (8), 192.45, 299.67 and 778.25 (1) (a) 9. of the statutes; Relating to: preparation and response required by railroad corporations in the event of discharge of transported materials and making an appropriation. (FE)"
Wisconsin,2015-2016,Senate Bill 432,https://legiscan.com/WI/bill/SB432/2015,WI SB432 | 2015-2016 | Regular Session | LegiScan,"An Act to renumber and amend 66.0817 (3) and 196.795 (6m) (a) 3.; to consolidate, renumber and amend 66.0817 (4) and (5); and to create 66.0817 (5m) of the statutes; Relating to: out-of-state sewer and water affiliates of public utility holding companies and the sale or lease of municipal water or sewer public utilities to investor-owned public utilities."
Wisconsin,2015-2016,Senate Bill 44,https://legiscan.com/WI/bill/SB44/2015,WI SB44 | 2015-2016 | Regular Session | LegiScan,"An Act to repeal 111.01 and 111.06 (1) (c) 2., 3. and 4.; to renumber and amend 111.04 and 111.06 (1) (c) 1.; to amend 111.02 (3), 111.06 (1) (e), 111.06 (1) (i), 111.39 (6) and 175.05 (6); and to create 111.02 (9g), 111.04 (3) and 947.20 of the statutes; Relating to: prohibiting as a condition of employment membership in a labor organization or payments to a labor organization and providing a penalty."
Wisconsin,2015-2016,Senate Bill 445,https://legiscan.com/WI/bill/SB445/2015,WI SB445 | 2015-2016 | Regular Session | LegiScan,"An Act to repeal 66.1019 (3) (b) and 101.975 (3); to renumber 706.22 (2) (a) 1., 706.22 (2) (a) 2. and 706.22 (2) (a) 3.; to renumber and amend 66.1019 (3) (a), 704.17 (5), 706.22 (2) (b), 706.22 (3) and 943.14; to amend 20.505 (7) (h), 59.69 (4m), 60.64, 62.23 (7) (em), 66.0418 (title), 66.0809 (9), 101.02 (7m), 349.13 (3m) (dr) 2., 349.13 (3m) (e) 1., 349.13 (3m) (e) 3., 704.17 (1) (b), 704.17 (2) (b), 704.19 (2) (b) 2., 706.22 (title), 706.22 (2) (title), 706.22 (2) (a) (intro.) and 800.035 (1); and to create 66.0104 (2) (e), 66.0104 (2) (f), 66.0104 (2) (g), 66.0104 (3) (c), 66.0418 (3), 175.403, 704.055, 704.17 (3m), 704.17 (5) (b), 706.22 (2) (a) 2m., 706.22 (2) (a) 3m., 706.22 (2) (b) 2., 706.22 (3) (b) and 943.14 (1) of the statutes; Relating to: terminating a tenancy for criminal activity or drug-related criminal activity; disposition of personal property left in rental property by a trespasser; preexisting sprinkler ordinances that are stricter than the multifamily dwelling code; towing vehicles illegally parked on private property; terminating certain tenancies for breaches other than failure to pay rent; limitations on the authority of political subdivisions to regulate rental units, historic properties, and signs; prohibiting local governmental units from imposing real property purchase or residential real property occupancy requirements; creating a criminal penalty; and making an appropriation. (FE)"
Wisconsin,2015-2016,Senate Bill 45,https://legiscan.com/WI/bill/SB45/2015,WI SB45 | 2015-2016 | Regular Session | LegiScan,"An Act to amend chapter 40 (title); and to create 15.07 (1) (a) 6., 15.165 (5), 20.515 (1) (k), 20.515 (2), 25.17 (1) (yu), 25.17 (2) (fm), 25.52 and subchapter X of chapter 40 [precedes 40.99] of the statutes; Relating to: creation of a private retirement security plan and making appropriations. (FE)"
Wisconsin,2015-2016,Senate Bill 456,https://legiscan.com/WI/bill/SB456/2015,WI SB456 | 2015-2016 | Regular Session | LegiScan,"An Act to renumber and amend 102.125, 102.18 (1) (b), 102.23 (1) (a), 102.28 (2) (c), 102.28 (7) (b) and 102.42 (2) (a); to amend 20.445 (1) (ra), 101.654 (2) (b), 102.01 (2) (d), 102.03 (1) (c) 3., 102.03 (4), 102.04 (1) (a), 102.04 (1) (b) 1., 102.04 (2m), 102.07 (1) (a), 102.07 (1) (b), 102.07 (3), 102.07 (7) (a), 102.07 (10), 102.12, 102.125 (title), 102.13 (2) (b), 102.13 (2) (c), 102.16 (2) (d), 102.17 (1) (a) 3., 102.17 (4), 102.18 (3), 102.18 (4) (b), 102.21, 102.23 (1) (c), 102.23 (1) (cm), 102.28 (2) (a), 102.28 (2) (b) (title), 102.28 (2) (c) (title), 102.28 (2) (d), 102.28 (7) (a), 102.29 (1) (b) 2., 102.31 (2) (b) 2., 102.315 (2), 102.42 (3), 102.425 (3) (b), 102.425 (4) (a), 102.425 (4) (b), 102.425 (4m) (b), 102.43 (5) (c), 102.43 (7) (c) 1., 102.43 (7) (c) 2., 102.44 (1) (ag), 102.44 (1) (am), 102.44 (1) (b), 102.44 (3), 102.44 (5) (intro.), 102.44 (5) (a), 102.44 (5) (c), 102.44 (5) (e), 102.58, 102.75 (1), 102.75 (4), 102.81 (1) (a), 108.10 (4) and 165.60; and to create 102.03 (6), 102.125 (2), 102.127, 102.16 (2) (dm), 102.18 (7), 102.28 (2) (bm), 102.28 (2) (c) 2., 102.28 (7) (bm), 102.42 (2) (a) 2., 102.425 (3) (am), 102.43 (9) (e), 102.44 (4m), 102.44 (5) (h) and 102.44 (5m) of the statutes; Relating to: various changes to the worker's compensation law, granting rule-making authority, and making an appropriation. (FE)"
Wisconsin,2015-2016,Senate Bill 457,https://legiscan.com/WI/bill/SB457/2015,WI SB457 | 2015-2016 | Regular Session | LegiScan,An Act to create 943.01 (2k) and 943.143 of the statutes; Relating to: trespass and damage to property owned or used by an energy provider and providing a criminal penalty. (FE)
