state,session,bill,legiscan_link,legiscan_title,summary
Colorado,2020,SB 018,https://legiscan.com/CO/bill/SB018/2020,CO SB018 | 2020 | Regular Session | LegiScan,"Concerning programs to reduce wildfire risk through outreach to people experiencing homelessness, and, in connection therewith, making an appropriation."
Colorado,2020,SB 020,https://legiscan.com/CO/bill/SB020/2020,CO SB020 | 2020 | Regular Session | LegiScan,Concerning a reduction of the state income tax rate.
Colorado,2020,SB 021,https://legiscan.com/CO/bill/SB021/2020,CO SB021 | 2020 | Regular Session | LegiScan,Concerning certain requirements that must be included in a tax expenditure bill.
Colorado,2020,SB 022,https://legiscan.com/CO/bill/SB022/2020,CO SB022 | 2020 | Regular Session | LegiScan,Concerning modifications to the Colorado health service corps program administered by the department of public health and environment to expand the availability of geriatric care providers in shortage areas in the state.
Colorado,2020,SB 023,https://legiscan.com/CO/bill/SB023/2020,CO SB023 | 2020 | Regular Session | LegiScan,Concerning creating a multi-agency working group to address school safety.
Colorado,2020,SB 024,https://legiscan.com/CO/bill/SB024/2020,CO SB024 | 2020 | Regular Session | LegiScan,Concerning the inclusion of public input in the development of a state water resources demand management program.
Colorado,2020,SB 025,https://legiscan.com/CO/bill/SB025/2020,CO SB025 | 2020 | Regular Session | LegiScan,"Concerning authorization of the board of directors of a conservancy district to participate in certain projects within the district, and, in connection therewith, authorizing such a board to consider such participation a current expense of the district."
Colorado,2020,SB 026,https://legiscan.com/CO/bill/SB026/2020,CO SB026 | 2020 | Regular Session | LegiScan,"Concerning eligibility for workers' compensation benefits for workers who are exposed to psychologically traumatic events, and, in connection therewith, establishing that a worker's visual or audible exposure to the serious bodily injury or death, or the immediate aftermath of the serious bodily injury or death, of one or more people as the result of a violent event, the intentional act of another person, or an accident is a psychologically traumatic event for the purposes of determining the worker's eligibility for workers' compensation benefits."
Colorado,2020,SB 027,https://legiscan.com/CO/bill/SB027/2020,CO SB027 | 2020 | Regular Session | LegiScan,Concerning school safety plans for all schools in each school district.
Colorado,2020,SB 028,https://legiscan.com/CO/bill/SB028/2020,CO SB028 | 2020 | Regular Session | LegiScan,"Concerning measures to assist an individual's recovery from a substance use disorder, and, in connection therewith, making and reducing an appropriation."
Colorado,2020,SB 029,https://legiscan.com/CO/bill/SB029/2020,CO SB029 | 2020 | Regular Session | LegiScan,"Concerning a one-time basic cash assistance payment to Colorado works program recipients, and, in connection therewith, making an appropriation."
Colorado,2020,SB 030,https://legiscan.com/CO/bill/SB030/2020,CO SB030 | 2020 | Regular Session | LegiScan,"Concerning increased consumer protections for customers of investor-owned utilities, and, in connection therewith, making an appropriation."
Colorado,2020,SB 031,https://legiscan.com/CO/bill/SB031/2020,CO SB031 | 2020 | Regular Session | LegiScan,Concerning an improve student success innovation pilot program through the collaboration of multiple institutions of higher education to increase the number of students who successfully complete postsecondary education.
Colorado,2020,SB 032,https://legiscan.com/CO/bill/SB032/2020,CO SB032 | 2020 | Regular Session | LegiScan,Concerning the age of employees authorized to sell alcohol beverages at establishments licensed to sell alcohol beverages at retail.
Colorado,2020,SB 033,https://legiscan.com/CO/bill/SB033/2020,CO SB033 | 2020 | Regular Session | LegiScan,"Concerning access to the medicaid buy-in program for certain working adults with disabilities who have become ineligible for the program due to age, and, in connection therewith, making an appropriation."
Colorado,2020,SB 035,https://legiscan.com/CO/bill/SB035/2020,CO SB035 | 2020 | Regular Session | LegiScan,"Concerning the kiosk program that authorizes private providers to offer services on behalf of the department of revenue, and, in connection therewith, making an appropriation."
Colorado,2020,SB 036,https://legiscan.com/CO/bill/SB036/2020,CO SB036 | 2020 | Regular Session | LegiScan,Concerning the submission to the federal environmental protection agency of a proposed revision to the state implementation plan that would enable a vehicle that fails the on-board diagnostics test solely because a check engine light is illuminated on the vehicle's dashboard to undergo a tailpipe emissions test.
Colorado,2020,SB 037,https://legiscan.com/CO/bill/SB037/2020,CO SB037 | 2020 | Regular Session | LegiScan,Concerning the development of a strategic plan to implement a trusted interoperability platform.
Colorado,2020,SB 038,https://legiscan.com/CO/bill/SB038/2020,CO SB038 | 2020 | Regular Session | LegiScan,Concerning the establishment of a statewide standard for the sale of biodiesel-blended diesel fuel in Colorado.
Colorado,2020,SB 039,https://legiscan.com/CO/bill/SB039/2020,CO SB039 | 2020 | Regular Session | LegiScan,Concerning updated accessibility signage in a state-owned facility.
Colorado,2020,SB 040,https://legiscan.com/CO/bill/SB040/2020,CO SB040 | 2020 | Regular Session | LegiScan,"Concerning the regulation of genetic counselors, and, in connection therewith, making an appropriation."
Colorado,2020,SB 042,https://legiscan.com/CO/bill/SB042/2020,CO SB042 | 2020 | Regular Session | LegiScan,concerning the treatment of persons with behavioral health disorders in the criminal and juvenile justice systems.
Colorado,2020,SB 043,https://legiscan.com/CO/bill/SB043/2020,CO SB043 | 2020 | Regular Session | LegiScan,Concerning a correction to the rate of reimbursement that an out-of-network health care provider is entitled to receive from a health insurance carrier for services provided to a covered person at an in-network facility when the health care provider submits a claim to the carrier within the specified time period to conform with existing law.
Colorado,2020,SB 044,https://legiscan.com/CO/bill/SB044/2020,CO SB044 | 2020 | Regular Session | LegiScan,"Concerning the allocation of sales and use tax revenue attributable to sales or use of vehicles and related items to transportation funding, and, in connection therewith, providing additional funding for state, county, and municipal road and bridge projects."
Colorado,2020,SB 045,https://legiscan.com/CO/bill/SB045/2020,CO SB045 | 2020 | Regular Session | LegiScan,Concerning the mandatory contents of each license issued to a hospital by the department of public health and environment.
Colorado,2020,SB 046,https://legiscan.com/CO/bill/SB046/2020,CO SB046 | 2020 | Regular Session | LegiScan,Concerning a clarification that electrical inspection fees may be doubled if an application for an electrical permit is not filed in advance of the commencement of an electrical installation.
Colorado,2020,SB 047,https://legiscan.com/CO/bill/SB047/2020,CO SB047 | 2020 | Regular Session | LegiScan,Concerning an exemption from the definition of a real estate appraisal of analyses prepared by agents of financial institutions for the institutions' internal use only.
Colorado,2020,SB 048,https://legiscan.com/CO/bill/SB048/2020,CO SB048 | 2020 | Regular Session | LegiScan,Concerning a study to consider the strengthening of the prohibition on speculative appropriations of water.
Colorado,2020,SB 049,https://legiscan.com/CO/bill/SB049/2020,CO SB049 | 2020 | Regular Session | LegiScan,Concerning the preservation of the senior property tax exemption of a senior who changes primary residences due to medical necessity.
Colorado,2020,SB 050,https://legiscan.com/CO/bill/SB050/2020,CO SB050 | 2020 | Regular Session | LegiScan,Concerning a state income tax credit related to eligible educators' personal expenses.
Colorado,2020,SB 051,https://legiscan.com/CO/bill/SB051/2020,CO SB051 | 2020 | Regular Session | LegiScan,"Concerning license plates, and, in connection therewith, specifying that, in order to minimize potential lost registration revenue, the license plates of a motor vehicle that is classified as Class C personal property expire upon the sale or transfer of the motor vehicle, and making an appropriation."
Colorado,2020,SB 052,https://legiscan.com/CO/bill/SB052/2020,CO SB052 | 2020 | Regular Session | LegiScan,Concerning the creation of the smart school bus safety pilot program.
Colorado,2020,SB 053,https://legiscan.com/CO/bill/SB053/2020,CO SB053 | 2020 | Regular Session | LegiScan,Concerning the ability of a retail liquor store licensee to obtain additional retail liquor store licenses.
Colorado,2020,SB 054,https://legiscan.com/CO/bill/SB054/2020,CO SB054 | 2020 | Regular Session | LegiScan,Concerning the creation of the rural development grant program.
Colorado,2020,SB 055,https://legiscan.com/CO/bill/SB055/2020,CO SB055 | 2020 | Regular Session | LegiScan,"Concerning the expansion of market mechanisms for the further development of recycling, and, in connection therewith, making an appropriation."
Colorado,2020,SB 057,https://legiscan.com/CO/bill/SB057/2020,CO SB057 | 2020 | Regular Session | LegiScan,"Concerning the inclusion of firefighters employed by the department of public safety in the division of fire prevention and control in certain employee benefits, and, in connection therewith, making an appropriation."
Colorado,2020,SB 058,https://legiscan.com/CO/bill/SB058/2020,CO SB058 | 2020 | Regular Session | LegiScan,Concerning the facilitation of asphalt shingle recycling.
Colorado,2020,SB 059,https://legiscan.com/CO/bill/SB059/2020,CO SB059 | 2020 | Regular Session | LegiScan,Concerning sexual contact between a student and an educator in violation of the public trust.
Colorado,2020,SB 060,https://legiscan.com/CO/bill/SB060/2020,CO SB060 | 2020 | Regular Session | LegiScan,Concerning a study to examine operational processes within the criminal justice system.
Colorado,2020,SB 061,https://legiscan.com/CO/bill/SB061/2020,CO SB061 | 2020 | Regular Session | LegiScan,Concerning a requirement to yield to a bicycle in a bicycle lane.
Colorado,2020,SB 064,https://legiscan.com/CO/bill/SB064/2020,CO SB064 | 2020 | Regular Session | LegiScan,Concerning the repeal of a prohibition on the state attorney general bringing an action under state antitrust law when certain corporate actions have been reviewed by a federal entity.
Colorado,2020,SB 065,https://legiscan.com/CO/bill/SB065/2020,CO SB065 | 2020 | Regular Session | LegiScan,"Concerning a limitation on the use of mobile electronic devices while driving, and, in connection therewith, making an appropriation."
Colorado,2020,SB 066,https://legiscan.com/CO/bill/SB066/2020,CO SB066 | 2020 | Regular Session | LegiScan,"Concerning distribution of grant money to local education providers to fund incentives for highly effective teachers as identified by objective measures of student academic growth to teach in low-performing schools, and, in connection therewith, creating the ""Greatest Resources for Education Are Teachers Act"" and making an appropriation."
Colorado,2020,SB 068,https://legiscan.com/CO/bill/SB068/2020,CO SB068 | 2020 | Regular Session | LegiScan,Concerning an authorization of state credit unions opening branches in other states.
Colorado,2020,SB 069,https://legiscan.com/CO/bill/SB069/2020,CO SB069 | 2020 | Regular Session | LegiScan,Concerning the documentation required for a disabled veteran to receive a free transferable annual parks pass.
Colorado,2020,SB 070,https://legiscan.com/CO/bill/SB070/2020,CO SB070 | 2020 | Regular Session | LegiScan,"Concerning penalties for traffic offenses, and, in connection therewith, distributing money collected from a traffic violation to the county in which the violation occurs."
Colorado,2020,SB 071,https://legiscan.com/CO/bill/SB071/2020,CO SB071 | 2020 | Regular Session | LegiScan,Concerning clarification regarding the use of a state-owned motor vehicle by an employee of a state agency to travel away from home.
Colorado,2020,SB 072,https://legiscan.com/CO/bill/SB072/2020,CO SB072 | 2020 | Regular Session | LegiScan,Concerning the requirement to provide information to parents regarding the materials used during comprehensive human sexuality instruction.
Colorado,2020,SB 073,https://legiscan.com/CO/bill/SB073/2020,CO SB073 | 2020 | Regular Session | LegiScan,"Concerning amendments to the state income tax deduction for contributions to a qualified 529 account to ensure that the state income tax deduction is not aligned with the changes in the federal ""Tax Cuts and Jobs Act"" of 2017 that allow tax-free distributions for elementary and secondary school expenses, and, in connection therewith, making an appropriation."
Colorado,2020,SB 074,https://legiscan.com/CO/bill/SB074/2020,CO SB074 | 2020 | Regular Session | LegiScan,"Concerning support for local education providers to provide monetary rewards for teachers rated highly effective, and, in connection therewith, creating the highly effective teacher bonus program."
Colorado,2020,SB 075,https://legiscan.com/CO/bill/SB075/2020,CO SB075 | 2020 | Regular Session | LegiScan,Concerning the authority of certain advanced practice nurses to conduct competency evaluations.
Colorado,2020,SB 076,https://legiscan.com/CO/bill/SB076/2020,CO SB076 | 2020 | Regular Session | LegiScan,Concerning parole eligibility for an offender who committed an offense between eighteen and twenty-five years of age.
Colorado,2020,SB 077,https://legiscan.com/CO/bill/SB077/2020,CO SB077 | 2020 | Regular Session | LegiScan,Concerning the enforcement of the rights of a living child after an abortion.
Colorado,2020,SB 078,https://legiscan.com/CO/bill/SB078/2020,CO SB078 | 2020 | Regular Session | LegiScan,Concerning the ability of a person to bring a pet dog onto the premises of a restaurant.
Colorado,2020,SB 079,https://legiscan.com/CO/bill/SB079/2020,CO SB079 | 2020 | Regular Session | LegiScan,Concerning the method of notifying people of Amber alerts to promote the largest reach of community notifications.
Colorado,2020,SB 080,https://legiscan.com/CO/bill/SB080/2020,CO SB080 | 2020 | Regular Session | LegiScan,"Concerning amending the ""Colorado Consumer Protection Act"" to increase the damages for which a plaintiff is eligible."
Colorado,2020,SB 081,https://legiscan.com/CO/bill/SB081/2020,CO SB081 | 2020 | Regular Session | LegiScan,Concerning including school information in the Colorado state apprenticeship resource directory.
Colorado,2020,SB 082,https://legiscan.com/CO/bill/SB082/2020,CO SB082 | 2020 | Regular Session | LegiScan,Concerning awards issued by the department of military and veterans affairs.
Colorado,2020,SB 083,https://legiscan.com/CO/bill/SB083/2020,CO SB083 | 2020 | Regular Session | LegiScan,Concerning prohibiting civil arrest while on courthouse grounds.
Colorado,2020,SB 084,https://legiscan.com/CO/bill/SB084/2020,CO SB084 | 2020 | Regular Session | LegiScan,Concerning a prohibition against requiring employees to be vaccinated.
Colorado,2020,SB 085,https://legiscan.com/CO/bill/SB085/2020,CO SB085 | 2020 | Regular Session | LegiScan,Concerning a requirement that a sex offender being placed in a community corrections program meet certain requirements for a sex offender being released on parole.
Colorado,2020,SB 086,https://legiscan.com/CO/bill/SB086/2020,CO SB086 | 2020 | Regular Session | LegiScan,"Concerning requirements associated with the expiration of legal authority to sell alcohol beverages, and, in connection therewith, authorizing the executive director of the department of revenue to notify alcohol beverage licensees of an expiring license by any reasonable means as determined by rule and to establish a fee for renewal applications for license or permit renewals for alcohol beverages and fermented malt beverages."
Colorado,2020,SB 087,https://legiscan.com/CO/bill/SB087/2020,CO SB087 | 2020 | Regular Session | LegiScan,Concerning requiring central service technicians to possess professional credentials.
Colorado,2020,SB 088,https://legiscan.com/CO/bill/SB088/2020,CO SB088 | 2020 | Regular Session | LegiScan,Concerning evidentiary rules when a defendant interferes with a witness.
Colorado,2020,SB 089,https://legiscan.com/CO/bill/SB089/2020,CO SB089 | 2020 | Regular Session | LegiScan,Concerning funding assistance to increase the minimum amounts paid to persons employed by local education providers.
Colorado,2020,SB 090,https://legiscan.com/CO/bill/SB090/2020,CO SB090 | 2020 | Regular Session | LegiScan,Concerning donations of food to nonprofit organizations for distribution to needy individuals.
Colorado,2020,SB 092,https://legiscan.com/CO/bill/SB092/2020,CO SB092 | 2020 | Regular Session | LegiScan,"Concerning the regulation of self-propelled devices used to deliver cargo, and, in connection therewith, specifying standards for the operation of robotic devices within pedestrian areas and on highways."
Colorado,2020,SB 093,https://legiscan.com/CO/bill/SB093/2020,CO SB093 | 2020 | Regular Session | LegiScan,"Concerning protections related to mandatory agreement provisions, and, in connection therewith, enacting the ""Consumer and Employee Dispute Resolution Fairness Act""."
Colorado,2020,SB 094,https://legiscan.com/CO/bill/SB094/2020,CO SB094 | 2020 | Regular Session | LegiScan,"Concerning the imposition of additional plug-in electric motor vehicle registration fees by the high-performance transportation enterprise, and, in connection therewith, making the total amount of registration fees imposed on such vehicles roughly equal to the combined amount of registration fees and motor fuel taxes imposed on vehicles powered by internal combustion engines."
Colorado,2020,SB 095,https://legiscan.com/CO/bill/SB095/2020,CO SB095 | 2020 | Regular Session | LegiScan,concerning concurrent enrollment to parents of middle school students.
Colorado,2020,SB 096,https://legiscan.com/CO/bill/SB096/2020,CO SB096 | 2020 | Regular Session | LegiScan,"Concerning an authorization for notaries public to perform notarial acts using audio-video communication, and, in connection therewith, making an appropriation."
Colorado,2020,SB 097,https://legiscan.com/CO/bill/SB097/2020,CO SB097 | 2020 | Regular Session | LegiScan,Concerning the treatment of a marijuana-licensee-owned business that provides employment services to a commonly controlled marijuana business as a single employing unit.
Colorado,2020,SB 098,https://legiscan.com/CO/bill/SB098/2020,CO SB098 | 2020 | Regular Session | LegiScan,Concerning the designation of first informer broadcasters for purposes of emergency response.
Colorado,2020,SB 099,https://legiscan.com/CO/bill/SB099/2020,CO SB099 | 2020 | Regular Session | LegiScan,Concerning the dollar thresholds in place for certain retailers' sales tax collection requirements.
Colorado,2020,SB 1,https://legiscan.com/CO/bill/SB1/2020,CO SB001 | 2020 | Regular Session | LegiScan,Concerning expanding behavioral health training for kindergarten through twelfth grade educators.
Colorado,2020,SB 10,https://legiscan.com/CO/bill/SB10/2020,CO SB010 | 2020 | Regular Session | LegiScan,Concerning a repeal of the prohibition of local government regulation of plastics.
Colorado,2020,SB 100,https://legiscan.com/CO/bill/SB100/2020,CO SB100 | 2020 | Regular Session | LegiScan,"Concerning the repeal of the death penalty by the general assembly in all circumstances charged on or after July 1, 2020."
Colorado,2020,SB 101,https://legiscan.com/CO/bill/SB101/2020,CO SB101 | 2020 | Regular Session | LegiScan,Concerning the procedural requirements resulting from the initiation of an investigation of a pesticide applicator.
Colorado,2020,SB 102,https://legiscan.com/CO/bill/SB102/2020,CO SB102 | 2020 | Regular Session | LegiScan,Concerning required disclosures to patients regarding formal actions based on sexual misconduct.
Colorado,2020,SB 103,https://legiscan.com/CO/bill/SB103/2020,CO SB103 | 2020 | Regular Session | LegiScan,Concerning establishing common application guidelines for choice of schools of school districts that ensure opportunity for all students.
Colorado,2020,SB 104,https://legiscan.com/CO/bill/SB104/2020,CO SB104 | 2020 | Regular Session | LegiScan,Concerning powers of bureau of animal protection agents.
Colorado,2020,SB 105,https://legiscan.com/CO/bill/SB105/2020,CO SB105 | 2020 | Regular Session | LegiScan,Concerning the designation of daylight saving time as the standard year-round time within the state.
Colorado,2020,SB 106,https://legiscan.com/CO/bill/SB106/2020,CO SB106 | 2020 | Regular Session | LegiScan,Concerning the ability of homeless youth to consent to shelter or shelter services.
Colorado,2020,SB 107,https://legiscan.com/CO/bill/SB107/2020,CO SB107 | 2020 | Regular Session | LegiScan,Concerning an analysis of prescription drug manufacturer data on high-cost prescription drugs paid for by specified state departments to determine the components of the production process that drive the price of the prescription drugs.
Colorado,2020,SB 108,https://legiscan.com/CO/bill/SB108/2020,CO SB108 | 2020 | Regular Session | LegiScan,Concerning a prohibition on a landlord engaging in certain activities related to a tenant's citizenship status.
Colorado,2020,SB 109,https://legiscan.com/CO/bill/SB109/2020,CO SB109 | 2020 | Regular Session | LegiScan,Concerning the property tax classification of property used for short-term rentals.
Colorado,2020,SB 110,https://legiscan.com/CO/bill/SB110/2020,CO SB110 | 2020 | Regular Session | LegiScan,Concerning fines levied by a licensing authority for violations of laws related to alcohol beverages.
Colorado,2020,SB 111,https://legiscan.com/CO/bill/SB111/2020,CO SB111 | 2020 | Regular Session | LegiScan,Concerning the creation of a school transportation grant program.
Colorado,2020,SB 112,https://legiscan.com/CO/bill/SB112/2020,CO SB112 | 2020 | Regular Session | LegiScan,Concerning the creation of a college trust scholarship for students who graduate early from Colorado public high schools.
Colorado,2020,SB 113,https://legiscan.com/CO/bill/SB113/2020,CO SB113 | 2020 | Regular Session | LegiScan,Concerning the mandatory contents of each license issued to a health facility by the department of public health and environment.
Colorado,2020,SB 115,https://legiscan.com/CO/bill/SB115/2020,CO SB115 | 2020 | Regular Session | LegiScan,Concerning the registration of surplus military vehicles as farm vehicles.
Colorado,2020,SB 116,https://legiscan.com/CO/bill/SB116/2020,CO SB116 | 2020 | Regular Session | LegiScan,Concerning the penalties for driving under restraint when the license is restrained for reasons other than an alcohol-related offense.
Colorado,2020,SB 117,https://legiscan.com/CO/bill/SB117/2020,CO SB117 | 2020 | Regular Session | LegiScan,Concerning a requirement that a local education employer disclose deductions from an employee's earnings that are used to pay for certain political activities.
Colorado,2020,SB 119,https://legiscan.com/CO/bill/SB119/2020,CO SB119 | 2020 | Regular Session | LegiScan,Concerning expanding the Canadian prescription drug importation program to include prescription drug suppliers from nations other than Canada upon the enactment of legislation by the United States congress authorizing such practice.
Colorado,2020,SB 120,https://legiscan.com/CO/bill/SB120/2020,CO SB120 | 2020 | Regular Session | LegiScan,Concerning requirements for registered apprentices.
Colorado,2020,SB 121,https://legiscan.com/CO/bill/SB121/2020,CO SB121 | 2020 | Regular Session | LegiScan,"Concerning the management of gray wolves in Colorado, and, in connection therewith, authorizing the reintroduction of gray wolves."
Colorado,2020,SB 122,https://legiscan.com/CO/bill/SB122/2020,CO SB122 | 2020 | Regular Session | LegiScan,Concerning establishing a mobile veteran support unit grant program.
Colorado,2020,SB 123,https://legiscan.com/CO/bill/SB123/2020,CO SB123 | 2020 | Regular Session | LegiScan,"Concerning the rights of college athletes, and, in connection therewith, establishing their right to receive compensation for the use of their names, images, and likenesses and their right to obtain professional and legal representation."
Colorado,2020,SB 124,https://legiscan.com/CO/bill/SB124/2020,CO SB124 | 2020 | Regular Session | LegiScan,Concerning adding to the public school facility construction guidelines a requirement to consult with the local electric utility.
Colorado,2020,SB 125,https://legiscan.com/CO/bill/SB125/2020,CO SB125 | 2020 | Regular Session | LegiScan,Concerning a prohibition on the use of certain exotic animals in a traveling animal act.
Colorado,2020,SB 126,https://legiscan.com/CO/bill/SB126/2020,CO SB126 | 2020 | Regular Session | LegiScan,Concerning the operation of a licensed family child care home in a common interest community.
Colorado,2020,SB 127,https://legiscan.com/CO/bill/SB127/2020,CO SB127 | 2020 | Regular Session | LegiScan,Concerning creation of the health benefit plan design change review committee to conduct actuarial reviews of legislation affecting health benefit plan requirements.
Colorado,2020,SB 128,https://legiscan.com/CO/bill/SB128/2020,CO SB128 | 2020 | Regular Session | LegiScan,"Concerning the provision of rural broadband using an electric utility easement held by an electric cooperative, and, in connection therewith, authorizing the provision of rural broadband using an electric utility easement held by an electric generation and transmission cooperative association."
Colorado,2020,SB 129,https://legiscan.com/CO/bill/SB129/2020,CO SB129 | 2020 | Regular Session | LegiScan,Concerning the protection of individuals subject to a fiduciary.
Colorado,2020,SB 131,https://legiscan.com/CO/bill/SB131/2020,CO SB131 | 2020 | Regular Session | LegiScan,Concerning funding for pathways in technology early college high schools.
Colorado,2020,SB 132,https://legiscan.com/CO/bill/SB132/2020,CO SB132 | 2020 | Regular Session | LegiScan,"Concerning the use of surplus military vehicles for specialized purposes under the ""Uniform Motor Vehicle Law""."
Colorado,2020,SB 133,https://legiscan.com/CO/bill/SB133/2020,CO SB133 | 2020 | Regular Session | LegiScan,Concerning business fiscal impact notes.
Colorado,2020,SB 135,https://legiscan.com/CO/bill/SB135/2020,CO SB135 | 2020 | Regular Session | LegiScan,Concerning the adoption of statutory changes related to conservation easements that were recommended by the conservation easement working group convened in accordance with House Bill 19-1264.
Colorado,2020,SB 136,https://legiscan.com/CO/bill/SB136/2020,CO SB136 | 2020 | Regular Session | LegiScan,Concerning an omnibus bill containing recommendations of the statutory revision committee related to the committee's statutory charge.
Colorado,2020,SB 137,https://legiscan.com/CO/bill/SB137/2020,CO SB137 | 2020 | Regular Session | LegiScan,"Concerning a voluntary waiver of the federal ""Family Educational Rights and Privacy Act of 1974"" to allow school personnel to communicate with behavioral health care providers about a student's health records."
Colorado,2020,SB 138,https://legiscan.com/CO/bill/SB138/2020,CO SB138 | 2020 | Regular Session | LegiScan,Concerning increased consumer protection for homeowners seeking relief for construction defects.
Colorado,2020,SB 139,https://legiscan.com/CO/bill/SB139/2020,CO SB139 | 2020 | Regular Session | LegiScan,Concerning authorization for a county to lend money to a governmental entity created by or located within the county for the purpose of providing funding for public infrastructure projects within the county.
Colorado,2020,SB 141,https://legiscan.com/CO/bill/SB141/2020,CO SB141 | 2020 | Regular Session | LegiScan,Concerning an exemption from the maximum reserve for cash funds with fee revenue collected by the division of fire prevention and control.
Colorado,2020,SB 143,https://legiscan.com/CO/bill/SB143/2020,CO SB143 | 2020 | Regular Session | LegiScan,Concerning establishing a higher education student transition pilot program.
Colorado,2020,SB 144,https://legiscan.com/CO/bill/SB144/2020,CO SB144 | 2020 | Regular Session | LegiScan,Concerning expanding the availability of early childhood home visiting programs to support school readiness.
Colorado,2020,SB 145,https://legiscan.com/CO/bill/SB145/2020,CO SB145 | 2020 | Regular Session | LegiScan,Concerning the repeal of the Colorado reinsurance program after one year of operation.
Colorado,2020,SB 146,https://legiscan.com/CO/bill/SB146/2020,CO SB146 | 2020 | Regular Session | LegiScan,"Concerning modifications to the ""Revised Uniform Unclaimed Property Act"" related to property held by a financial organization."
Colorado,2020,SB 147,https://legiscan.com/CO/bill/SB147/2020,CO SB147 | 2020 | Regular Session | LegiScan,"Concerning modifications to the ""Municipal Annexation Act of 1965"" to address the impacts of municipal development on counties."
Colorado,2020,SB 148,https://legiscan.com/CO/bill/SB148/2020,CO SB148 | 2020 | Regular Session | LegiScan,Concerning the amount of actual value of residential real property owned and occupied by a qualifying senior or a qualifying disabled veteran that is partly exempt from property taxation.
Colorado,2020,SB 150,https://legiscan.com/CO/bill/SB150/2020,CO SB150 | 2020 | Regular Session | LegiScan,"Concerning adoption of a renewable natural gas standard, and, in connection therewith, making an appropriation."
Colorado,2020,SB 151,https://legiscan.com/CO/bill/SB151/2020,CO SB151 | 2020 | Regular Session | LegiScan,Concerning the administration of the regional transportation district.
Colorado,2020,SB 153,https://legiscan.com/CO/bill/SB153/2020,CO SB153 | 2020 | Regular Session | LegiScan,Concerning the creation of an enterprise that is exempt from the requirements of section 20 of article X of the state constitution to administer a fee-based water resources financing program.
Colorado,2020,SB 154,https://legiscan.com/CO/bill/SB154/2020,CO SB154 | 2020 | Regular Session | LegiScan,Concerning requiring certain establishments that are licensed to sell alcohol beverages for on-premises consumption to allow a customer to bring one bottle of wine into the licensed premises for consumption on the premises.
Colorado,2020,SB 155,https://legiscan.com/CO/bill/SB155/2020,CO SB155 | 2020 | Regular Session | LegiScan,Concerning the continued presumption of noninjury to water rights regarding the use of an exempt well for domestic purposes after the land on which the well is located has been divided into multiple parcels.
Colorado,2020,SB 156,https://legiscan.com/CO/bill/SB156/2020,CO SB156 | 2020 | Regular Session | LegiScan,"Concerning services related to preventive health care, and, in connection therewith, requiring coverage for certain preventive measures, screenings, and treatments that are administered, dispensed, or prescribed by health care providers and facilities."
Colorado,2020,SB 158,https://legiscan.com/CO/bill/SB158/2020,CO SB158 | 2020 | Regular Session | LegiScan,Concerning measures related to providing professional training for educators.
Colorado,2020,SB 159,https://legiscan.com/CO/bill/SB159/2020,CO SB159 | 2020 | Regular Session | LegiScan,Concerning measures to limit the global warming potential for certain materials used in public projects.
Colorado,2020,SB 160,https://legiscan.com/CO/bill/SB160/2020,CO SB160 | 2020 | Regular Session | LegiScan,Concerning provision of open captioning services in movie theaters.
Colorado,2020,SB 161,https://legiscan.com/CO/bill/SB161/2020,CO SB161 | 2020 | Regular Session | LegiScan,"Concerning pretrial release, and, in connection therewith, requiring a pretrial release assessment process, an administrative order for immediate pretrial release without monetary conditions, and a pretrial services program."
Colorado,2020,SB 162,https://legiscan.com/CO/bill/SB162/2020,CO SB162 | 2020 | Regular Session | LegiScan,"Concerning updating Colorado's statutory provisions related to foster care prevention services in the context of the federal ""Family First Prevention Services Act"", and, in connection therewith, making an appropriation."
Colorado,2020,SB 163,https://legiscan.com/CO/bill/SB163/2020,CO SB163 | 2020 | Regular Session | LegiScan,"Concerning the modernization of the school entry immunization process, and, in connection therewith, making an appropriation."
Colorado,2020,SB 164,https://legiscan.com/CO/bill/SB164/2020,CO SB164 | 2020 | Regular Session | LegiScan,Concerning the care of pet animals in the custody of certain pet animal facilities.
Colorado,2020,SB 166,https://legiscan.com/CO/bill/SB166/2020,CO SB166 | 2020 | Regular Session | LegiScan,Concerning simplifying the requirements for a minor to obtain a new birth certificate from the state registrar.
Colorado,2020,SB 167,https://legiscan.com/CO/bill/SB167/2020,CO SB167 | 2020 | Regular Session | LegiScan,Concerning increasing consumer access to electric motor vehicles by allowing manufacturers to sell their own electric motor vehicles directly to consumers.
Colorado,2020,SB 168,https://legiscan.com/CO/bill/SB168/2020,CO SB168 | 2020 | Regular Session | LegiScan,Concerning tax policy that promotes environmental sustainability.
Colorado,2020,SB 169,https://legiscan.com/CO/bill/SB169/2020,CO SB169 | 2020 | Regular Session | LegiScan,Concerning permitting youthful offenders to be housed in the same facility as inmates that mentor youthful offenders.
Colorado,2020,SB 170,https://legiscan.com/CO/bill/SB170/2020,CO SB170 | 2020 | Regular Session | LegiScan,"Concerning employment security, and, in connection therewith, amending the definition of ""immediate family"", removing a requirement that a claimant suffering from domestic violence provide written documentation of the domestic violence in order to establish the claimant's eligibility for benefits, and limiting the meaning of certain instances of the term ""remuneration"" to describe a severance allowance."
